CustomerID,Gender,Senior_Citizen,Partner,Dependents,Tenure,Service_type,Multiple_Lines,Internet_Service_type,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Number_of_Referrals,Offer,Avg_Monthly_Long_Distance_Charges,Avg_Monthly_GB_Download,Upgraded_to_Unlimited_Data,Total_Long_Distance_Charges,Total_Revenue,Churn
5226-NOZFC,Male,0,No,No,26,Phone Service,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Electronic check,85.75,2146.5,0,No,40.35,13,Yes,1049.1,3195.6,No
5227-JSCFE,Male,1,Yes,No,71,Internet Service,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit card (automatic),46.35,3353.4,9,Offer A,0,19,Yes,0,3334.76,No
5228-EXCET,Male,0,No,No,13,Phone Service,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Electronic check,80.85,1008.7,0,No,12.54,20,Yes,163.02,1171.72,Yes
5229-DTFYB,Female,0,No,No,41,Phone Service,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank transfer (automatic),98.8,3959.15,0,No,10.26,2,Yes,420.66,4352.72,No
5229-PRWKT,Male,0,No,No,8,Phone Service,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Electronic check,86.55,649.65,0,Offer E,24.76,2,Yes,198.08,847.73,Yes
5231-FIQPA,Female,0,No,No,41,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Mailed check,19.85,810.45,0,No,2.32,0,Phone customers,95.12,905.57,No
5232-NXPAY,Female,0,No,No,47,Phone Service,No,DSL,No,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed check,74.45,3510.3,0,Offer B,3.47,12,Yes,163.09,3673.39,No
5233-AOZUF,Female,0,Yes,No,29,Phone Service,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,74.95,2149.05,3,No,5.39,17,Yes,156.31,2305.36,No
5233-GEEAX,Male,1,No,No,8,Internet Service,No phone service,DSL,No,No,Yes,No,No,No,Month-to-Month,Yes,Electronic check,29.4,221.9,0,Offer E,0,4,Yes,0,221.9,Yes
5236-PERKL,Female,0,No,No,57,Phone Service,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank transfer (automatic),112.95,6465,0,No,48.86,6,Yes,2785.02,9250.02,Yes
5236-XMZJY,Female,0,No,No,42,Phone Service,No,Cable,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank transfer (automatic),59.65,2536.55,0,Offer B,22.08,26,Yes,927.36,3463.91,No
5240-CAOYT,Female,0,No,No,57,Phone Service,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank transfer (automatic),87.55,4884.85,0,No,28.27,41,Yes,1611.39,6494.41,No
5240-IJOQT,Male,1,No,No,1,Phone Service,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,74.7,74.7,0,No,11.34,20,Yes,11.34,86.04,Yes
5242-UOWHD,Male,0,Yes,Yes,45,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,20.35,929.2,3,Offer B,39.03,0,Phone customers,1756.35,2685.55,No
5243-SAOTC,Male,0,No,No,54,Phone Service,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank transfer (automatic),79.85,4308.25,0,Offer B,7.64,3,Yes,412.56,4720.81,No
5244-IRFIH,Male,1,Yes,No,33,Phone Service,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic check,94.5,3105.55,1,No,27.78,8,Yes,916.74,4022.29,Yes
5245-VDBUR,Female,0,Yes,No,52,Internet Service,No phone service,DSL,Yes,No,Yes,No,No,No,One Year,No,Mailed check,35.45,1958.95,4,No,0,8,Yes,0,1958.95,No
5248-KWLAR,Male,0,Yes,Yes,71,Phone Service,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Electronic check,90.35,6325.25,1,Offer A,18.42,29,Yes,1307.82,7633.07,No
5248-RPYWW,Female,1,Yes,Yes,72,Phone Service,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank transfer (automatic),90.15,6716.45,2,No,9.88,16,Yes,711.36,7427.81,No
5248-YGIJN,Male,0,Yes,No,72,Phone Service,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit card (automatic),90.25,6369.45,9,No,10.92,28,Yes,786.24,7155.69,No
5249-QYHEX,Female,0,Yes,Yes,40,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Mailed check,24.8,1024.7,2,Offer B,33.44,0,Phone customers,1337.6,2362.3,No
5256-SKJGO,Female,0,Yes,Yes,64,Internet Service,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Electronic check,54.6,3423.5,1,No,0,30,Yes,0,3423.5,No
5260-UMPWX,Female,0,Yes,Yes,26,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,Yes,Credit card (automatic),20.25,493.95,4,No,24.44,0,Phone customers,635.44,1129.39,No
5261-QSHQM,Female,0,No,No,4,Internet Service,No phone service,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,24.45,86.6,0,Offer E,0,9,Yes,0,86.6,Yes
5266-PFRQK,Male,0,Yes,Yes,52,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,Yes,Credit card (automatic),20.85,1071.6,2,Offer B,39.48,0,Phone customers,2052.96,3124.56,No
5268-DSMNQ,Female,1,Yes,No,62,Phone Service,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,One Year,Yes,Credit card (automatic),97.95,5936.55,5,No,11.41,25,Yes,707.42,6643.97,No
5269-NRGDP,Male,0,Yes,Yes,42,Phone Service,No,DSL,No,No,Yes,Yes,Yes,Yes,One Year,No,Electronic check,73.15,3088.25,1,No,14.8,23,Yes,621.6,3709.85,No
5271-DBYSJ,Male,1,No,No,11,Phone Service,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit card (automatic),79.15,827.7,0,Offer D,26.84,15,No,295.24,1262.94,No
5271-YNWVR,Male,0,Yes,Yes,68,Phone Service,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic check,113.15,7856,1,Offer A,23.67,22,Yes,1609.56,9465.56,Yes
5274-XHAKY,Female,0,Yes,Yes,41,Phone Service,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank transfer (automatic),94.3,3893.6,10,Offer B,1.6,59,Yes,65.6,3959.2,No
5275-PMFUT,Male,0,Yes,Yes,72,Internet Service,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit card (automatic),64.8,4719.75,9,No,0,18,Yes,0,4719.75,No
5275-SQEIZ,Male,0,No,No,1,Phone Service,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed check,80.85,80.85,0,No,14.91,21,Yes,14.91,95.76,Yes
5276-KQWHG,Female,1,No,No,2,Phone Service,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,69.6,131.65,0,Offer E,15.32,21,Yes,30.64,162.29,Yes
5277-ZLOOR,Female,1,No,No,2,Phone Service,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Electronic check,85.55,187.45,0,Offer E,5.49,25,Yes,10.98,198.43,Yes
5278-PNYOX,Female,0,No,No,49,Phone Service,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit card (automatic),100.65,4917.75,0,No,11.11,27,Yes,544.39,5462.14,No
5281-BUZGT,Male,1,No,No,36,Phone Service,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Electronic check,90.85,3186.7,0,Offer C,23.33,23,Yes,839.88,4026.58,Yes
5285-MVEHD,Female,0,Yes,No,56,Phone Service,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit card (automatic),105.6,6068.65,1,Offer B,34.1,13,Yes,1909.6,7978.25,No
5286-YHCVC,Male,0,Yes,No,72,Phone Service,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank transfer (automatic),104.8,7470.1,4,No,40.49,15,Yes,2915.28,10385.38,No
5287-QWLKY,Male,1,Yes,Yes,71,Phone Service,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit card (automatic),105.1,7548.1,1,No,44.66,8,Yes,3170.86,10718.96,Yes
5288-AHOUP,Male,1,No,No,11,Phone Service,No,Fiber Optic,No,No,No,No,No,Yes,Two Year,Yes,Electronic check,78.5,874.2,0,No,41.58,3,Yes,457.38,1331.58,No
5293-WXJAK,Female,1,Yes,No,11,Phone Service,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank transfer (automatic),104.05,1133.65,5,No,17.25,27,Yes,189.75,1323.4,Yes
5294-CDGWY,Male,0,Yes,Yes,51,Internet Service,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Electronic check,59.3,3014.65,1,No,0,2,Yes,0,3014.65,Yes
5294-DMSFH,Female,0,Yes,Yes,29,Phone Service,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit card (automatic),87.8,2621.75,1,No,33.62,13,Yes,974.98,3596.73,No
5294-IMHHT,Male,0,Yes,No,53,Phone Service,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,One Year,No,Bank transfer (automatic),97.75,5043.2,6,No,32.94,17,Yes,1745.82,6789.02,No
5295-PCJOO,Male,0,No,Yes,4,Phone Service,No,Cable,Yes,No,No,No,No,No,Month-to-Month,Yes,Electronic check,49.4,184.4,0,No,9.77,16,No,39.08,233.48,Yes
5296-BFCYD,Male,0,Yes,Yes,46,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Mailed check,20.1,936.85,4,No,14.91,0,Phone customers,685.86,1622.71,No
5296-PSYVW,Female,0,Yes,No,72,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Electronic check,24.55,1750.7,8,No,8.98,0,Phone customers,646.56,2397.26,No
5297-MDOIR,Female,0,Yes,No,63,Phone Service,No,Fiber Optic,Yes,No,Yes,No,No,No,One Year,Yes,Credit card (automatic),81.15,5224.5,7,Offer B,34.51,46,Yes,2174.13,7398.63,No
5298-GSTLM,Female,1,No,No,60,Phone Service,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,One Year,Yes,Bank transfer (automatic),101.4,6176.6,0,Offer B,48.92,11,Yes,2935.2,9111.8,No
5299-RULOA,Female,0,Yes,Yes,10,Phone Service,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic check,100.25,1064.65,1,No,24.48,30,Yes,244.8,1309.45,Yes
5299-SJCZT,Male,0,No,No,3,Phone Service,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank transfer (automatic),101.55,298.35,0,Offer E,21.86,6,Yes,65.58,363.93,Yes
5301-GAUUY,Male,0,No,No,32,Phone Service,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank transfer (automatic),80.35,2596.15,0,Offer C,1.49,21,Yes,47.68,2643.83,Yes
5302-BDJNT,Male,0,No,No,35,Phone Service,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Electronic check,95.5,3418.2,0,No,45.62,59,Yes,1596.7,5014.9,No
5304-EFJLP,Male,1,Yes,No,72,Phone Service,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank transfer (automatic),111.65,8022.85,4,No,16.92,19,No,1218.24,9351.09,No
5306-BVTKJ,Male,0,Yes,Yes,48,Phone Service,No,DSL,No,Yes,Yes,No,No,No,One Year,Yes,Credit card (automatic),55.8,2651.2,1,Offer B,38.3,85,Yes,1838.4,4489.6,No
5307-DZCVC,Female,1,Yes,No,32,Phone Service,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit card (automatic),85.95,2628.6,0,Offer C,48.95,9,Yes,1566.4,4195,Yes
5307-UVGNB,Female,0,Yes,Yes,53,Internet Service,No phone service,Cable,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank transfer (automatic),48.7,2495.2,5,No,0,25,Yes,0,2495.2,No
5309-TAIKL,Female,0,No,No,7,Phone Service,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank transfer (automatic),62.8,418.3,0,No,8.29,21,Yes,58.03,476.33,No
5310-NOOVA,Male,0,No,No,46,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Electronic check,19.95,907.05,0,No,13.42,0,Phone customers,617.32,1524.37,No
5311-IHLEI,Male,0,No,No,12,Internet Service,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank transfer (automatic),50.95,605.75,0,Offer D,0,9,Yes,0,605.75,No
5312-IRCFR,Female,0,Yes,Yes,64,Phone Service,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,One Year,Yes,Electronic check,92.85,5980.75,8,No,37.47,69,Yes,2398.08,8378.83,No
5312-TSZVC,Female,0,No,Yes,15,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Mailed check,19.65,270.6,0,No,23.56,0,Phone customers,353.4,624,No
5312-UXESG,Female,0,No,No,41,Phone Service,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Bank transfer (automatic),98.05,3990.6,0,Offer B,29.19,4,Yes,1196.79,5187.39,No
5313-FPXWG,Male,0,No,No,51,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,Yes,Bank transfer (automatic),24.6,1266.4,0,Offer B,34.36,0,Phone customers,1752.36,2970.85,No
5315-CKEQK,Male,1,Yes,Yes,28,Phone Service,Yes,DSL,No,No,No,No,No,No,One Year,Yes,Electronic check,51,1381.8,1,No,4.71,21,No,131.88,1593.68,No
5317-FLPJF,Female,0,No,No,66,Internet Service,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank transfer (automatic),61.35,4193.4,0,Offer A,0,73,No,0,4323.4,No
5318-IXUZF,Female,0,No,No,2,Phone Service,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank transfer (automatic),87.15,183.75,0,No,6.2,6,Yes,12.4,196.15,Yes
5318-YKDPV,Male,0,Yes,Yes,43,Phone Service,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit card (automatic),79.15,3566.6,1,No,41.08,18,Yes,1766.44,5333.04,No
5320-BRKGK,Female,0,Yes,Yes,58,Phone Service,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two Year,No,Mailed check,75.8,4415.75,1,Offer B,2.87,69,Yes,166.46,4582.21,No
5321-NTRKC,Male,0,Yes,Yes,66,Phone Service,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two Year,No,Bank transfer (automatic),79.85,5234.95,8,Offer A,35.01,59,Yes,2310.66,7545.61,No
5322-TEUJK,Female,0,Yes,Yes,71,Phone Service,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank transfer (automatic),114.6,8100.25,5,No,4.91,29,Yes,348.61,8448.86,No
5322-ZSMZY,Male,0,Yes,Yes,31,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,25.75,755.6,7,No,7.03,0,Phone customers,217.93,973.53,No
5324-KTGCG,Male,0,Yes,No,71,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Electronic check,20.85,1539.75,5,No,44.82,0,Phone customers,3182.22,4721.97,No
5325-UWTWJ,Male,0,Yes,No,31,Phone Service,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit card (automatic),90.55,2929.75,4,Offer C,22.42,21,Yes,695.02,3624.77,No
5327-CNLUQ,Male,0,Yes,No,48,Phone Service,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Two Year,Yes,Bank transfer (automatic),96.9,4473.45,1,Offer B,6.1,18,Yes,292.8,4766.25,No
5327-XOKKY,Male,1,Yes,No,72,Phone Service,Yes,Cable,No,No,Yes,No,Yes,Yes,Two Year,Yes,Credit card (automatic),73.45,5329,7,Offer A,11.26,3,Yes,810.72,6139.72,No
5329-KRDTM,Male,1,Yes,No,72,Phone Service,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two Year,No,Credit card (automatic),77.35,5396.25,4,Offer A,33.68,10,Yes,2424.96,7821.21,No
5331-RGMTT,Male,1,Yes,No,54,Phone Service,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit card (automatic),99.05,5295.7,0,No,38.48,13,No,2077.92,7413.62,No
5334-AFQJB,Male,1,No,No,72,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Credit card (automatic),25.1,1789.9,0,Offer A,2.37,0,Phone customers,170.64,1960.54,No
5334-JLAXU,Female,0,Yes,No,60,Phone Service,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit card (automatic),94.1,5475.9,8,Offer B,15.54,19,Yes,932.4,6408.3,No
5336-UFNZP,Female,1,Yes,Yes,65,Phone Service,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Electronic check,107.45,7047.5,7,Offer B,19.58,26,Yes,1272.7,8320.2,No
5337-IIWKZ,Male,0,Yes,Yes,34,Internet Service,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Electronic check,44.85,1442.6,2,Offer C,0,76,Yes,0,1442.6,No
5338-YHWYT,Male,0,No,Yes,37,Phone Service,No,Cable,Yes,Yes,No,Yes,No,No,Two Year,No,Credit card (automatic),61.45,2302.35,0,No,49.99,27,No,1849.63,4213.19,No
5339-PXDVH,Male,0,No,No,4,Phone Service,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-Month,No,Electronic check,90.65,367.95,0,Offer E,31.57,18,Yes,126.28,494.23,No
5339-TJFEK,Male,0,Yes,Yes,62,Phone Service,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Electronic check,105.5,6487.2,8,Offer B,14.75,52,No,914.5,7551.7,No
5343-SGUBI,Female,0,No,No,52,Phone Service,Yes,Fiber Optic,No,Yes,No,No,No,No,One Year,Yes,Mailed check,80.2,4297.6,0,Offer B,42.9,14,Yes,2230.8,6528.4,No
5345-BMKWB,Male,0,Yes,No,8,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,20.25,158.35,9,No,4.98,0,Phone customers,39.84,198.19,No
5346-BZCHP,Female,0,Yes,Yes,69,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Mailed check,19.4,1346.2,0,Offer A,25.18,0,Phone customers,1737.42,3083.62,No
5348-CAGXB,Male,0,No,No,12,Phone Service,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Electronic check,89.55,1021.75,0,Offer D,33.36,22,Yes,400.32,1422.07,No
5349-AZPEW,Female,0,Yes,Yes,5,Internet Service,No phone service,DSL,No,No,No,No,No,No,Month-to-Month,No,Mailed check,25.05,125.5,3,Offer E,0,53,Yes,0,125.5,No
5349-IECLD,Male,0,No,No,2,Phone Service,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Electronic check,94.95,178.1,0,No,26.05,2,Yes,52.1,230.2,Yes
5351-QESIO,Male,0,No,Yes,1,Internet Service,No phone service,Cable,No,No,No,No,No,No,Month-to-Month,No,Mailed check,24.2,24.2,0,Offer E,0,17,Yes,0,24.2,No
5353-WILCI,Female,0,No,No,28,Phone Service,No,Cable,Yes,Yes,No,No,No,No,Month-to-Month,No,Electronic check,56.05,1522.65,0,Offer C,44.11,15,No,1235.08,2867.73,No
5356-CSVSQ,Female,0,No,No,3,Phone Service,Yes,Cable,No,No,No,Yes,Yes,No,Month-to-Month,No,Electronic check,64.6,174.2,0,No,40.99,48,Yes,122.97,297.17,No
5356-KZCKT,Male,0,No,No,58,Phone Service,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Credit card (automatic),24.45,1513.6,0,Offer B,2.38,0,Phone customers,138.04,1651.64,No
5356-RHIPP,Male,0,No,No,1,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,Yes,Mailed check,20.2,20.2,0,Offer E,45.49,0,Phone customers,45.49,65.69,Yes
5357-TZHPP,Male,1,No,No,9,Phone Service,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit card (automatic),84.4,732.5,0,No,30.8,18,Yes,277.2,1009.7,Yes
5360-LJCNJ,Female,0,Yes,No,71,Phone Service,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank transfer (automatic),105.15,7555,4,No,10.46,3,No,742.66,8357.66,No
5360-XGYAZ,Male,0,Yes,Yes,72,Internet Service,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank transfer (automatic),65.65,4664.5,1,No,0,16,No,0,4724.5,No
5364-EVNIB,Male,0,No,No,13,Phone Service,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Electronic check,79.8,973.45,0,No,30.88,3,Yes,401.44,1374.89,Yes
5364-XYIRR,Male,0,Yes,No,51,Phone Service,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic check,94.65,4812.75,1,No,21.08,9,Yes,1075.08,5887.83,Yes
5365-LLFYV,Female,0,No,No,2,Phone Service,No,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,45.85,105.6,0,Offer E,5.47,29,Yes,10.94,116.54,No
5366-IJEQJ,Male,0,No,No,20,Phone Service,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Electronic check,88.7,1761.45,0,Offer D,5.54,59,Yes,110.8,1872.25,Yes
5366-OBVMR,Female,0,Yes,No,18,Phone Service,No,DSL,No,No,No,Yes,No,No,Month-to-Month,Yes,Mailed check,50.3,908.75,4,Offer D,35.96,17,Yes,647.28,1556.03,No
5370-IIVVL,Male,0,No,No,37,Phone Service,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit card (automatic),104.5,3778,0,Offer C,38.72,59,Yes,1432.64,5210.64,No
5371-VYLSX,Female,1,No,No,50,Phone Service,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Electronic check,83.4,4113.7,0,No,47.99,22,Yes,2399.5,6513.2,No
5372-FBKBN,Female,0,No,Yes,21,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,20.75,452.2,0,Offer D,8.68,0,Phone customers,182.28,634.48,No
5373-SFODM,Male,1,Yes,No,36,Phone Service,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit card (automatic),85.25,3132.75,1,No,24.54,5,Yes,883.44,4016.19,Yes
5375-XLDOF,Male,0,Yes,Yes,69,Phone Service,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank transfer (automatic),114.35,7665.8,7,Offer A,37.97,27,No,2619.93,10295.73,No
5376-DEQCP,Female,0,No,No,1,Phone Service,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,70.6,70.6,0,No,27.12,23,Yes,27.12,97.72,Yes
5376-PCKNB,Male,0,Yes,Yes,72,Phone Service,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit card (automatic),104.45,7459,5,Offer A,17.49,12,No,1259.28,8848.28,No
5377-NDTOU,Female,0,Yes,Yes,71,Phone Service,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed check,91.05,6293.75,3,Offer A,9.5,76,Yes,674.5,6968.25,No
5378-IKEEG,Female,0,No,No,1,Internet Service,No phone service,Cable,No,No,No,No,Yes,No,Month-to-Month,Yes,Electronic check,35.75,35.75,0,Offer E,0,2,Yes,0,35.75,Yes
5380-AFSSK,Female,0,No,No,5,Phone Service,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed check,93.9,486.85,0,No,46.45,10,Yes,232.25,719.1,Yes
5380-WJKOV,Male,0,No,No,34,Phone Service,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Electronic check,106.35,3549.25,0,Offer C,21.69,28,Yes,737.46,4286.71,Yes
5380-XPJNZ,Female,0,No,No,38,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Mailed check,20.05,678.2,0,No,40.64,0,Phone customers,1544.32,2222.52,No
5382-SOYZL,Male,0,No,No,22,Phone Service,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic check,95.1,2162.6,0,No,11.15,17,Yes,245.3,2407.9,No
5382-TEMLV,Male,0,No,No,45,Phone Service,No,DSL,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank transfer (automatic),50.9,2298.55,0,No,19.39,16,Yes,872.55,3171.1,No
5383-MMTWC,Female,1,Yes,No,8,Phone Service,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Electronic check,84,613.4,1,No,46.05,22,Yes,368.4,981.8,Yes
5384-ZTTWP,Female,0,Yes,Yes,15,Phone Service,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-Month,No,Mailed check,19.8,272.95,4,Offer D,17.43,0,Phone customers,261.45,515.85,No
5385-SUIRI,Male,1,Yes,No,52,Phone Service,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Electronic check,104.2,5568.35,0,No,37.6,23,Yes,1955.2,7523.55,Yes
5386-THSLQ,Female,1,Yes,No,66,Internet Service,No phone service,Cable,No,Yes,Yes,No,Yes,No,One Year,No,Bank transfer (automatic),45.55,3027.25,0,Offer A,0,9,Yes,0,3027.25,No
5387-ASZNZ,Female,1,No,No,66,Phone Service,Yes,DSL,Yes,Yes,No,Yes,No,No,One Year,Yes,Credit card (automatic),63.85,4174.35,0,Offer A,36.48,5,Yes,2407.68,6582.03,No
5389-FFVKB,Male,1,Yes,No,32,Phone Service,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit card (automatic),80.3,2483.05,1,No,2.08,25,Yes,66.56,2549.61,Yes
5392-AKEMH,Female,0,No,No,12,Phone Service,No,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Electronic check,45.05,523.1,0,No,31.22,12,Yes,374.64,897.74,No
